"","ADDRESS","ADDR_INDZONE","ADDR_NO_DESCRIPT","INDCAT","JOB","JOBCAT_DESCRIPT","LINK","NAME","OTHERS","PRODUCT","PROFILE"
"366","南昌路二段81號3樓","","台北市中正區","網際網路相關業","【美妝社群網站】Web Product Producer","Internet程式設計師@演算法開發工程師@產品企劃開發人員","http://www.itrue.com.tw","艾思網絡股份有限公司","1. 應徵者需對網路創新服務開發超有熱情者為限(重要條件!!)。
2. 過往經歷已有企畫開發web or app作品者佳。

i-TRUE創業10年來，因為我們執著並相信社群所帶來的情報新價值將改變並影響所有人的Life Style。也因此我們立志與專注於社群經營及創造社群口碑所帶來的行銷構造，將改變以往廠商的行銷模式，進而創造消費者與廠商的雙贏模式。一路走來，始終如一。只因為那是我們i-TRUE存在的意義與使命。

追尋工作價值的您，有著夢想不想放棄的您，這裡舞台無限寬廣，等待適合此一舞台的表演者，盡情舞動揮灑空間。與我們接觸前，請謹慎評估我們的企業理念與價值是否是您所要的，只因為我們有心等待共創未來的最適伙伴，誠摯邀請您！","1.B2C資訊服務平台(Information Platform)研發、網路社群經營事業
2.Data Analysis(Data Mining, Text Mining)：社群線上資料探勘技術研發、精準式行為定向廣告系統研發、SNS(Social Networking Service)、口碑行銷方法論、消費者調查、資料庫行銷、eCRM Solution
3.CGM(Customer Generated Media)平台開發營運顧問
4.口碑行銷，線上口碑研究顧問
5.女性產業研究顧問","艾思網絡(股)i-TRUE成立於2003年，專精於網路社群經營，我們的目標是成為全世界最棒的專業型Database Media Company。主要股東為創業團隊及日本第一大綜合情報商RECRUIT。主要客戶包含Lancome、Estee Lauder、資生堂、花王...等國際性品牌公司。
i-TRUE創業之初至今，以「網路社群」、「口碑行銷技術」及「SNS(Social Networking Service」為三大研發主軸，旨在創造全新的情報價值鏈B2B2C平台。目前共經營以下六大網路及相關服務：

1. 最新‧新完整的化妝品使用心得入口網站-「UrCosme」:http://www.urcosme.com
- 成立於2004年4月，目前擁有國內最豐富的化妝/保養品的產品訊息(約5萬筆)及使用心得供網友搜尋，累積全國化妝保養使用心得資料最多數量約82萬筆、網站會員38萬人。

2. Yahoo奇摩美妝x UrCosme: http://tw.urcosme.fashion.yahoo.net/
- 「Yahoo!奇摩美妝 x UrCosme」為Yahoo奇摩與UrCosme共同聯名(Co-brand)打造,提供給Yahoo網友輕易&方便地搜尋UrCosme強大美妝資料庫,包含美妝新品的上市消息,產品資訊,美妝排行榜以及網友使用心得...等。

3. 生活型態調查室 -「UrClick」:http://www.urclick.com.tw
- 能快速集結眾人智慧(CrowdSourcing)，UrClick網站提供以簡單方便的投票方式社群型態。

4. 口碑行銷實驗室 -「Buzz Lab」(巴茲拉伯): http://buzz.itrue.com.tw/blog/
- 社內Social Media口碑行銷R&D組織。有鑑於Social Media與社群口碑行銷在網路科技的傳播下已產生結構性變化及深遠的影響，從2005年起我們即著手設立社內Buzz Lab口碑傳播研究實驗室，我們在此提出對於口碑行銷的假說與Social Media發展的觀察,並在檢證的過程中，提供我們的發現。

5. 輕體驗。生活的開始 -「UrBox」: http://tw.urbox.cc/
-  延伸i-TRUE長期以來的「Customer Insight」核心技術及多年來在化妝品產業情報平台的長期深耕，2012年開始，針對消費者日常化妝品選購問題，推出以化妝品小樣宅配送府到家輕體驗的個人客制化顧問服務，期有效解決消費者在選擇適合自己商品上的困擾，未來將進一步提供相關便利安心的購買解決方案，此一創新商業模式已於2012年4月服務開始。"
"367","南昌路二段81號3樓","","台北市中正區","網際網路相關業","【UrCosme】品牌行銷顧問","廣告AE業務人員@網站行銷企劃@國內業務人員","http://www.itrue.com.tw","艾思網絡股份有限公司","1.對客戶需求溝通與關係維護具有熱情
2.具備行銷溝通與消費者關係經營的相關經驗
3.良好的思考邏輯，組織協調與統籌能力
4.可獨立作業，完成專案
5.樂於挑戰，擁有行動+執行力者。
6.對化妝品產業熟悉或有興趣者尤佳

UrCosme為台灣最大的化妝品使用心得分享網站，擁有無數寶貴的美妝消費者行為資料與美妝品資料，透過深入經營品牌消費者與口碑社群的力量，幫助品牌建立長遠的忠誠顧客關係，創造更高的轉換率以及經營價值。
i-TRUE創業10年來，因為我們執著並相信社群所帶來的情報新價值將改變並影響所有人的Life Style。也因此我們立志與專注於社群經營及創造社群口碑所帶來的行銷構造，將改變以往廠商的行銷模式，進而創造消費者與廠商的雙贏模式。一路走來，始終如一。只因為那是我們i-TRUE存在的意義與使命。","1.B2C資訊服務平台(Information Platform)研發、網路社群經營事業
2.Data Analysis(Data Mining, Text Mining)：社群線上資料探勘技術研發、精準式行為定向廣告系統研發、SNS(Social Networking Service)、口碑行銷方法論、消費者調查、資料庫行銷、eCRM Solution
3.CGM(Customer Generated Media)平台開發營運顧問
4.口碑行銷，線上口碑研究顧問
5.女性產業研究顧問","艾思網絡(股)i-TRUE成立於2003年，專精於網路社群經營，我們的目標是成為全世界最棒的專業型Database Media Company。主要股東為創業團隊及日本第一大綜合情報商RECRUIT。主要客戶包含Lancome、Estee Lauder、資生堂、花王...等國際性品牌公司。
i-TRUE創業之初至今，以「網路社群」、「口碑行銷技術」及「SNS(Social Networking Service」為三大研發主軸，旨在創造全新的情報價值鏈B2B2C平台。目前共經營以下六大網路及相關服務：

1. 最新‧新完整的化妝品使用心得入口網站-「UrCosme」:http://www.urcosme.com
- 成立於2004年4月，目前擁有國內最豐富的化妝/保養品的產品訊息(約5萬筆)及使用心得供網友搜尋，累積全國化妝保養使用心得資料最多數量約82萬筆、網站會員38萬人。

2. Yahoo奇摩美妝x UrCosme: http://tw.urcosme.fashion.yahoo.net/
- 「Yahoo!奇摩美妝 x UrCosme」為Yahoo奇摩與UrCosme共同聯名(Co-brand)打造,提供給Yahoo網友輕易&方便地搜尋UrCosme強大美妝資料庫,包含美妝新品的上市消息,產品資訊,美妝排行榜以及網友使用心得...等。

3. 生活型態調查室 -「UrClick」:http://www.urclick.com.tw
- 能快速集結眾人智慧(CrowdSourcing)，UrClick網站提供以簡單方便的投票方式社群型態。

4. 口碑行銷實驗室 -「Buzz Lab」(巴茲拉伯): http://buzz.itrue.com.tw/blog/
- 社內Social Media口碑行銷R&D組織。有鑑於Social Media與社群口碑行銷在網路科技的傳播下已產生結構性變化及深遠的影響，從2005年起我們即著手設立社內Buzz Lab口碑傳播研究實驗室，我們在此提出對於口碑行銷的假說與Social Media發展的觀察,並在檢證的過程中，提供我們的發現。

5. 輕體驗。生活的開始 -「UrBox」: http://tw.urbox.cc/
-  延伸i-TRUE長期以來的「Customer Insight」核心技術及多年來在化妝品產業情報平台的長期深耕，2012年開始，針對消費者日常化妝品選購問題，推出以化妝品小樣宅配送府到家輕體驗的個人客制化顧問服務，期有效解決消費者在選擇適合自己商品上的困擾，未來將進一步提供相關便利安心的購買解決方案，此一創新商業模式已於2012年4月服務開始。"
"368","南昌路二段81號3樓","","台北市中正區","網際網路相關業","【UrCosme】資料庫編輯","文編／校對／文字工作者@記者／採編@發行企劃／出版人員","http://www.itrue.com.tw","艾思網絡股份有限公司","1. 喜追求最新的美妝,且對美妝產品如數家珍.
2. 謹慎細心/配合度高者尤佳.
3. 會使用photoshop或其他修圖工具者佳.","1.B2C資訊服務平台(Information Platform)研發、網路社群經營事業
2.Data Analysis(Data Mining, Text Mining)：社群線上資料探勘技術研發、精準式行為定向廣告系統研發、SNS(Social Networking Service)、口碑行銷方法論、消費者調查、資料庫行銷、eCRM Solution
3.CGM(Customer Generated Media)平台開發營運顧問
4.口碑行銷，線上口碑研究顧問
5.女性產業研究顧問","艾思網絡(股)i-TRUE成立於2003年，專精於網路社群經營，我們的目標是成為全世界最棒的專業型Database Media Company。主要股東為創業團隊及日本第一大綜合情報商RECRUIT。主要客戶包含Lancome、Estee Lauder、資生堂、花王...等國際性品牌公司。
i-TRUE創業之初至今，以「網路社群」、「口碑行銷技術」及「SNS(Social Networking Service」為三大研發主軸，旨在創造全新的情報價值鏈B2B2C平台。目前共經營以下六大網路及相關服務：

1. 最新‧新完整的化妝品使用心得入口網站-「UrCosme」:http://www.urcosme.com
- 成立於2004年4月，目前擁有國內最豐富的化妝/保養品的產品訊息(約5萬筆)及使用心得供網友搜尋，累積全國化妝保養使用心得資料最多數量約82萬筆、網站會員38萬人。

2. Yahoo奇摩美妝x UrCosme: http://tw.urcosme.fashion.yahoo.net/
- 「Yahoo!奇摩美妝 x UrCosme」為Yahoo奇摩與UrCosme共同聯名(Co-brand)打造,提供給Yahoo網友輕易&方便地搜尋UrCosme強大美妝資料庫,包含美妝新品的上市消息,產品資訊,美妝排行榜以及網友使用心得...等。

3. 生活型態調查室 -「UrClick」:http://www.urclick.com.tw
- 能快速集結眾人智慧(CrowdSourcing)，UrClick網站提供以簡單方便的投票方式社群型態。

4. 口碑行銷實驗室 -「Buzz Lab」(巴茲拉伯): http://buzz.itrue.com.tw/blog/
- 社內Social Media口碑行銷R&D組織。有鑑於Social Media與社群口碑行銷在網路科技的傳播下已產生結構性變化及深遠的影響，從2005年起我們即著手設立社內Buzz Lab口碑傳播研究實驗室，我們在此提出對於口碑行銷的假說與Social Media發展的觀察,並在檢證的過程中，提供我們的發現。

5. 輕體驗。生活的開始 -「UrBox」: http://tw.urbox.cc/
-  延伸i-TRUE長期以來的「Customer Insight」核心技術及多年來在化妝品產業情報平台的長期深耕，2012年開始，針對消費者日常化妝品選購問題，推出以化妝品小樣宅配送府到家輕體驗的個人客制化顧問服務，期有效解決消費者在選擇適合自己商品上的困擾，未來將進一步提供相關便利安心的購買解決方案，此一創新商業模式已於2012年4月服務開始。"
"369","南昌路二段81號3樓","","台北市中正區","網際網路相關業","【UrCosme】編輯助理","文編／校對／文字工作者@類目@類目","http://www.itrue.com.tw","艾思網絡股份有限公司","1.)具備photoshop或其它修圖工具技能者.
2.)謹慎細心/對美妝有興趣者佳.","1.B2C資訊服務平台(Information Platform)研發、網路社群經營事業
2.Data Analysis(Data Mining, Text Mining)：社群線上資料探勘技術研發、精準式行為定向廣告系統研發、SNS(Social Networking Service)、口碑行銷方法論、消費者調查、資料庫行銷、eCRM Solution
3.CGM(Customer Generated Media)平台開發營運顧問
4.口碑行銷，線上口碑研究顧問
5.女性產業研究顧問","艾思網絡(股)i-TRUE成立於2003年，專精於網路社群經營，我們的目標是成為全世界最棒的專業型Database Media Company。主要股東為創業團隊及日本第一大綜合情報商RECRUIT。主要客戶包含Lancome、Estee Lauder、資生堂、花王...等國際性品牌公司。
i-TRUE創業之初至今，以「網路社群」、「口碑行銷技術」及「SNS(Social Networking Service」為三大研發主軸，旨在創造全新的情報價值鏈B2B2C平台。目前共經營以下六大網路及相關服務：

1. 最新‧新完整的化妝品使用心得入口網站-「UrCosme」:http://www.urcosme.com
- 成立於2004年4月，目前擁有國內最豐富的化妝/保養品的產品訊息(約5萬筆)及使用心得供網友搜尋，累積全國化妝保養使用心得資料最多數量約82萬筆、網站會員38萬人。

2. Yahoo奇摩美妝x UrCosme: http://tw.urcosme.fashion.yahoo.net/
- 「Yahoo!奇摩美妝 x UrCosme」為Yahoo奇摩與UrCosme共同聯名(Co-brand)打造,提供給Yahoo網友輕易&方便地搜尋UrCosme強大美妝資料庫,包含美妝新品的上市消息,產品資訊,美妝排行榜以及網友使用心得...等。

3. 生活型態調查室 -「UrClick」:http://www.urclick.com.tw
- 能快速集結眾人智慧(CrowdSourcing)，UrClick網站提供以簡單方便的投票方式社群型態。

4. 口碑行銷實驗室 -「Buzz Lab」(巴茲拉伯): http://buzz.itrue.com.tw/blog/
- 社內Social Media口碑行銷R&D組織。有鑑於Social Media與社群口碑行銷在網路科技的傳播下已產生結構性變化及深遠的影響，從2005年起我們即著手設立社內Buzz Lab口碑傳播研究實驗室，我們在此提出對於口碑行銷的假說與Social Media發展的觀察,並在檢證的過程中，提供我們的發現。

5. 輕體驗。生活的開始 -「UrBox」: http://tw.urbox.cc/
-  延伸i-TRUE長期以來的「Customer Insight」核心技術及多年來在化妝品產業情報平台的長期深耕，2012年開始，針對消費者日常化妝品選購問題，推出以化妝品小樣宅配送府到家輕體驗的個人客制化顧問服務，期有效解決消費者在選擇適合自己商品上的困擾，未來將進一步提供相關便利安心的購買解決方案，此一創新商業模式已於2012年4月服務開始。"
"932","南京東路二段54號4樓","","台北市中山區","廣告行銷公關業","業務主管","國內業務主管@國內業務人員@廣告AE業務人員","http://www.thirtythree.tw","三十三有限公司","","數位建置
  * 品牌網站建立
  * 電子商務網站規劃
  * 臉書粉絲團經營代管

數位行銷
  * 網路活動規劃及策略分析
  * 口碑行銷規劃與執行

數位整合
  * 數位平台資源整合
  * 網路行銷工具的運用與數據分析","關於我們
>>我們是一家新創立的網路行銷公司，但在這之前，我們的團隊已經與數家知名美妝與時尚品牌合作。
>>希望在未來，我們能找到更多與我們理念相同的人一起服務更多的品牌朋友。


服務過的客戶
>>美妝
  * 美商怡佳(MAC,EL), 萊雅集團 (LOREAL,卡尼爾,媚比琳), 花王(liese)
  * 資生堂(ZA,IPSA,NARS,ETTUSAIS), 佳麗寶(KATE,TIFFA)
  * 美肌之誌,Nyfuxi,DHC 等
>>流行時尚
  * 林曉同,SKULLCANDY"
"933","南京東路二段54號4樓","","台北市中山區","廣告行銷公關業","業務專員","國內業務人員@廣告AE業務人員@行銷企劃人員","http://www.thirtythree.tw","三十三有限公司","熱愛網路，喜歡研究新奇事物…。
口才流利、邏輯清晰、具有親和力。
有創意、愛玩、會提案、懂行銷","數位建置
  * 品牌網站建立
  * 電子商務網站規劃
  * 臉書粉絲團經營代管

數位行銷
  * 網路活動規劃及策略分析
  * 口碑行銷規劃與執行

數位整合
  * 數位平台資源整合
  * 網路行銷工具的運用與數據分析","關於我們
>>我們是一家新創立的網路行銷公司，但在這之前，我們的團隊已經與數家知名美妝與時尚品牌合作。
>>希望在未來，我們能找到更多與我們理念相同的人一起服務更多的品牌朋友。


服務過的客戶
>>美妝
  * 美商怡佳(MAC,EL), 萊雅集團 (LOREAL,卡尼爾,媚比琳), 花王(liese)
  * 資生堂(ZA,IPSA,NARS,ETTUSAIS), 佳麗寶(KATE,TIFFA)
  * 美肌之誌,Nyfuxi,DHC 等
>>流行時尚
  * 林曉同,SKULLCANDY"
"934","南京東路二段54號4樓","","台北市中山區","廣告行銷公關業","行銷企劃專員","行銷企劃人員@廣告文案／企劃@行銷企劃助理","http://www.thirtythree.tw","三十三有限公司","","數位建置
  * 品牌網站建立
  * 電子商務網站規劃
  * 臉書粉絲團經營代管

數位行銷
  * 網路活動規劃及策略分析
  * 口碑行銷規劃與執行

數位整合
  * 數位平台資源整合
  * 網路行銷工具的運用與數據分析","關於我們
>>我們是一家新創立的網路行銷公司，但在這之前，我們的團隊已經與數家知名美妝與時尚品牌合作。
>>希望在未來，我們能找到更多與我們理念相同的人一起服務更多的品牌朋友。


服務過的客戶
>>美妝
  * 美商怡佳(MAC,EL), 萊雅集團 (LOREAL,卡尼爾,媚比琳), 花王(liese)
  * 資生堂(ZA,IPSA,NARS,ETTUSAIS), 佳麗寶(KATE,TIFFA)
  * 美肌之誌,Nyfuxi,DHC 等
>>流行時尚
  * 林曉同,SKULLCANDY"
"935","南京東路二段54號4樓","","台北市中山區","廣告行銷公關業","行銷企劃助理","行銷企劃人員@廣告文案／企劃@行銷企劃助理","http://www.thirtythree.tw","三十三有限公司","","數位建置
  * 品牌網站建立
  * 電子商務網站規劃
  * 臉書粉絲團經營代管

數位行銷
  * 網路活動規劃及策略分析
  * 口碑行銷規劃與執行

數位整合
  * 數位平台資源整合
  * 網路行銷工具的運用與數據分析","關於我們
>>我們是一家新創立的網路行銷公司，但在這之前，我們的團隊已經與數家知名美妝與時尚品牌合作。
>>希望在未來，我們能找到更多與我們理念相同的人一起服務更多的品牌朋友。


服務過的客戶
>>美妝
  * 美商怡佳(MAC,EL), 萊雅集團 (LOREAL,卡尼爾,媚比琳), 花王(liese)
  * 資生堂(ZA,IPSA,NARS,ETTUSAIS), 佳麗寶(KATE,TIFFA)
  * 美肌之誌,Nyfuxi,DHC 等
>>流行時尚
  * 林曉同,SKULLCANDY"
"1059","溪尾街92號7樓","","新北市三重區","半導體代理商","業務工程師","國內業務人員@類目@類目","www.sunjettech.com","商杰股份有限公司","1.具備良好的溝通能力與抗壓性
2.需備車","PRODUCT LINE CARD:
【Intersil/Techwell】 Power Management, Amplifiers & Buffers, Audio & Video, Data Converters, End  
                     Market Specific, Interface, Optoelectronics, Switches/ MUXes/ Crosspoints, 
                     Timing &Digital, Other Analog (products)

【ITE】                  Power Management, HDMI, TX, RX Switch

【AMIC】                 NOR FLASH, SRAM, SDRAM, MASK ROM
  
【EETAI】                IP Cam/ CCTV Megapixel Lens

【Jin Shou】             High power IR LED and Lens

【Thine】                 LVDS, V by One, ADC, ASIC, Power IC, RF IC

【Cellergy】             Super Capacitors
                 
【ProMOS】               SDRAM, DDR SDRAM, DDR2 SDRAM, DDR3 SDRAM

【EQCOLOGIC】            Equalizer, IP-over-coax , Power-over-coax

【MYSON】                 MCU, Video
             
【Hyperstone】           RISC & DSP, Flash Memory Controllers SIP

【Allegro】               Hall Sensors, Power ICs, LED BLU, Power Management, Sanken

【Mindspeed】            3G/HD/SD Digital Video Reclocker

【Great power】          Chargers, Primary Battery, Rechargeable Battery

【Cloudvue】              Microsoft Remote FX solution

【LGIT】                   Digital Tuner, Power Module, Wireless Module, LED package, LED Lighting 
                       Power, Camera Flash

【Atmel】                  EEPROM

【Sigma Design】          HD gabber Solution

【ALITEK】                 Convert, AC-DC High-side driver, Operation Amplifier

【Diodes】                 Audio Amplifiers, DC-DC Converters, LDO Linear Regulators, LED Driver

【ES】                      LED Lighting Power

【HEP】                    LED Lighting Power

【Touch Key】             Touch Key Solution

【MICRONAS】              Automotive Electronics

【SENTELIC】              Reset, Touch Pad, Touch Screen IC, Thermal Product

【FORTEMEDIA】            ECHO CANCELATION

【IAT】                    Power Management IC

【Gamma】                  Power Management IC","Sunjet is one of the professional channel of semiconductor distributor in IT market especially LCD & Video Display of system solution design, established in Apr.1997.
The company is head quartered in San Chung City, Taipei Hsien, Taiwan, with sales operations in the Great China including Taiwan. Our business attitude is strongly Customer Orientated. Consequently, our leadership position in design provides our customers with a borad spectrum of first class solutions.
We believe that without practicing responsibility and commitment towards our stock share holders, employees and environment there can be no long-term business success. With  Operational Principles + Element + Discipline we served, it has been our tradition in Sunjet."
"1297","信義路3段27號4樓","","台北市大安區","電腦週邊設備研發、製造生產","國內業務專員","國內業務人員@類目@類目","http://www.magicview.com.tw","視品國際股份有限公司","積極自信，擅溝通，
對事務性工作條理清晰
對業務性時則積極智謀
有意願改變現狀者.歡迎加入","●主要商品為USB CARD READER, USB HUB, DATA BANK, PERSONAL NAS , CAR CHARGER , POWER CHARGER, USB TO LAN,USB REPEATER ,
相關訊息請參閱本公司官方網站. http://www.magicview.com.tw","視品國際乃是為國內前三大USB CARD REDAER, USB HUB,REPEATER,CAR CHARGER,POWER CHARGER製造大廠,專業提供IPHONE,IPAD等智慧型手機以及3C類產品充電使用,生產基地位於中國廣東,員工約300人,產品銷售地區遍及全球五大洲. 本公司業務利基為擁有研發人員,模具射出廠以及組包裝廠,提供客戶便利,迅速,及競爭力優勢的全程服務。


總管理處:台北市  工廠:深圳"
"2192","公道五路二段83號7樓 之3","","新竹市","電子相關製造業","硬體工程師","硬體研發工程師@韌體設計工程師@網路管理工程師","www.t-win.com.tw","兆發科技股份有限公司","The candidate should have experience with digital logic hardware design  and linux through work or school. 
Ideally this includes exposure to logic optimization  computer architecture  digital hardware architectures  verilog/vhdl or similar logic design language  and experience with ASIC or FPGA design flows from conception to implementation. 
A complete hardware design of 10k to 100k gates or the equivalent is very desirable. 
At a minimum  the candidate will be able to discuss hardware logic design and verification concepts. 
Experience with Synopsys design compiler or similar logic synthesis tools  and C/C++ or SystemC  would be very helpful but not necessary","『Logical Design』
FPGA prototyping – Xilinx , Altera , Actel , Lattice 
Design Entry – ESL (SystemC , SystemVerilog)/ Behavior(Verilog , VHDL)/RTL(Synthesis)/ DFT(ATPG,BS,JTAG)/Gate-Level/MOS-Level,...
Applications-DDRII/DDRIII/SSD/SD/SATA/iNAND/LVDS/HDMI/MP4/MP3/USB 2.0/USB 3.0/spartan-3/Virtex4/Virtex5/TFT- LCD/RF/LED..   

『Physical Design』 
IC Layout    - Analog/Digital/Mixed mode/RF/PHY/LED/TFT-LCD/BCD/HBT, (ADC,DAC,PLL,ROM,OPA,SRAM,REG,LDO,Charge pump,Flash,DRAM,Sensor, PA, Mixer...)
PCB Layout- FPGA/ BGA/ MB/Video Board/Audio Board/Storage/RF(PA, mixer, Filter, GPRS...)/LVDS/HDMI/USB2.0/USB3.0 /DDR2/DDR3/Wire-Bond/SIP/PCI/PCIe/LED/TFT-LCD...
APR-Apollo/Astro/ICC/SoC encounter/SE, ...(Automated Place&Route)

『System Development』
Hardware Design-Circuit design , SI & PI analysis ...
Software Design-Linux/C/C++/Assembler/Java/ARM/Keil-C...
Manufacturing-Structure design ,PCB/CAM , Assembly(PCB,SMT,DIP), BOM preparation..

『EDA』
Bluespec: ESL Synthesis / Compiler Tools. www.bluespec.com 
Bluepearl Software: RTL Analysis / Timing Constraint Generation / Timing Constraint Validation Tools. www.bluepearlsoftware.com 
Nangate: Library Creator / Library Characterization Tools. www.nangate.com 
Toshiba MeP Core: Media Embedded Processor IP.  www.mepcore.com 
Sophia debugging platform :  ARM , MeP ,  Linux , Windows , RTOS .....","兆發科技成立於2005年5月，為專業之設計及技術服務性質公司 (design & technology service)，不僅提供各種軟/硬體設計與技術服務外, 同時具有競爭力的生產成本優勢, 協助客戶快速導入與市場發展  , 由上而下
提供客戶全方位完整的供應鍊解決方案 ( total solution & one stop shopping  ) ，如 ,  邏輯電路設計(Logical design)  , 實體設計(Physical design) ,  系統開發(system development)  ,  電子自動化設計軟體 (EDA software) ,
生產製造...etc.
成立至今已獲得很多知名國內外客戶肯定並簽下長期合作契約,奠定兆發科技在半導體設計業界的成長與發展基礎. 
此外, 兆發是由一群擁有相同理念及衝勁的專業科技人所組成，因感於科技產業設計,生產及銷售資源重疊，需要創造另一種新的產業模式。本公司成立的目的，即是結合技術服務的理念，協助客戶集中所有資源，提高效率，共同創造最大利潤"
"2193","公道五路二段83號7樓 之3","","新竹市","電子相關製造業","IC Layout Engineer","IC佈局工程師@類比IC設計工程師@數位IC設計工程師","www.t-win.com.tw","兆發科技股份有限公司","","『Logical Design』
FPGA prototyping – Xilinx , Altera , Actel , Lattice 
Design Entry – ESL (SystemC , SystemVerilog)/ Behavior(Verilog , VHDL)/RTL(Synthesis)/ DFT(ATPG,BS,JTAG)/Gate-Level/MOS-Level,...
Applications-DDRII/DDRIII/SSD/SD/SATA/iNAND/LVDS/HDMI/MP4/MP3/USB 2.0/USB 3.0/spartan-3/Virtex4/Virtex5/TFT- LCD/RF/LED..   

『Physical Design』 
IC Layout    - Analog/Digital/Mixed mode/RF/PHY/LED/TFT-LCD/BCD/HBT, (ADC,DAC,PLL,ROM,OPA,SRAM,REG,LDO,Charge pump,Flash,DRAM,Sensor, PA, Mixer...)
PCB Layout- FPGA/ BGA/ MB/Video Board/Audio Board/Storage/RF(PA, mixer, Filter, GPRS...)/LVDS/HDMI/USB2.0/USB3.0 /DDR2/DDR3/Wire-Bond/SIP/PCI/PCIe/LED/TFT-LCD...
APR-Apollo/Astro/ICC/SoC encounter/SE, ...(Automated Place&Route)

『System Development』
Hardware Design-Circuit design , SI & PI analysis ...
Software Design-Linux/C/C++/Assembler/Java/ARM/Keil-C...
Manufacturing-Structure design ,PCB/CAM , Assembly(PCB,SMT,DIP), BOM preparation..

『EDA』
Bluespec: ESL Synthesis / Compiler Tools. www.bluespec.com 
Bluepearl Software: RTL Analysis / Timing Constraint Generation / Timing Constraint Validation Tools. www.bluepearlsoftware.com 
Nangate: Library Creator / Library Characterization Tools. www.nangate.com 
Toshiba MeP Core: Media Embedded Processor IP.  www.mepcore.com 
Sophia debugging platform :  ARM , MeP ,  Linux , Windows , RTOS .....","兆發科技成立於2005年5月，為專業之設計及技術服務性質公司 (design & technology service)，不僅提供各種軟/硬體設計與技術服務外, 同時具有競爭力的生產成本優勢, 協助客戶快速導入與市場發展  , 由上而下
提供客戶全方位完整的供應鍊解決方案 ( total solution & one stop shopping  ) ，如 ,  邏輯電路設計(Logical design)  , 實體設計(Physical design) ,  系統開發(system development)  ,  電子自動化設計軟體 (EDA software) ,
生產製造...etc.
成立至今已獲得很多知名國內外客戶肯定並簽下長期合作契約,奠定兆發科技在半導體設計業界的成長與發展基礎. 
此外, 兆發是由一群擁有相同理念及衝勁的專業科技人所組成，因感於科技產業設計,生產及銷售資源重疊，需要創造另一種新的產業模式。本公司成立的目的，即是結合技術服務的理念，協助客戶集中所有資源，提高效率，共同創造最大利潤"
"2194","公道五路二段83號7樓 之3","","新竹市","電子相關製造業","PCB Layout Engineer","PCB佈線工程師@類目@類目","www.t-win.com.tw","兆發科技股份有限公司","對PCB Layout有興趣 肯學習 可以配合加班尤佳。","『Logical Design』
FPGA prototyping – Xilinx , Altera , Actel , Lattice 
Design Entry – ESL (SystemC , SystemVerilog)/ Behavior(Verilog , VHDL)/RTL(Synthesis)/ DFT(ATPG,BS,JTAG)/Gate-Level/MOS-Level,...
Applications-DDRII/DDRIII/SSD/SD/SATA/iNAND/LVDS/HDMI/MP4/MP3/USB 2.0/USB 3.0/spartan-3/Virtex4/Virtex5/TFT- LCD/RF/LED..   

『Physical Design』 
IC Layout    - Analog/Digital/Mixed mode/RF/PHY/LED/TFT-LCD/BCD/HBT, (ADC,DAC,PLL,ROM,OPA,SRAM,REG,LDO,Charge pump,Flash,DRAM,Sensor, PA, Mixer...)
PCB Layout- FPGA/ BGA/ MB/Video Board/Audio Board/Storage/RF(PA, mixer, Filter, GPRS...)/LVDS/HDMI/USB2.0/USB3.0 /DDR2/DDR3/Wire-Bond/SIP/PCI/PCIe/LED/TFT-LCD...
APR-Apollo/Astro/ICC/SoC encounter/SE, ...(Automated Place&Route)

『System Development』
Hardware Design-Circuit design , SI & PI analysis ...
Software Design-Linux/C/C++/Assembler/Java/ARM/Keil-C...
Manufacturing-Structure design ,PCB/CAM , Assembly(PCB,SMT,DIP), BOM preparation..

『EDA』
Bluespec: ESL Synthesis / Compiler Tools. www.bluespec.com 
Bluepearl Software: RTL Analysis / Timing Constraint Generation / Timing Constraint Validation Tools. www.bluepearlsoftware.com 
Nangate: Library Creator / Library Characterization Tools. www.nangate.com 
Toshiba MeP Core: Media Embedded Processor IP.  www.mepcore.com 
Sophia debugging platform :  ARM , MeP ,  Linux , Windows , RTOS .....","兆發科技成立於2005年5月，為專業之設計及技術服務性質公司 (design & technology service)，不僅提供各種軟/硬體設計與技術服務外, 同時具有競爭力的生產成本優勢, 協助客戶快速導入與市場發展  , 由上而下
提供客戶全方位完整的供應鍊解決方案 ( total solution & one stop shopping  ) ，如 ,  邏輯電路設計(Logical design)  , 實體設計(Physical design) ,  系統開發(system development)  ,  電子自動化設計軟體 (EDA software) ,
生產製造...etc.
成立至今已獲得很多知名國內外客戶肯定並簽下長期合作契約,奠定兆發科技在半導體設計業界的成長與發展基礎. 
此外, 兆發是由一群擁有相同理念及衝勁的專業科技人所組成，因感於科技產業設計,生產及銷售資源重疊，需要創造另一種新的產業模式。本公司成立的目的，即是結合技術服務的理念，協助客戶集中所有資源，提高效率，共同創造最大利潤"
