,ADDRESS,ADDR_INDZONE,ADDR_NO_DESCRIPT,INDCAT,JOB,JOBCAT_DESCRIPT,LINK,NAME,OTHERS,PRODUCT,PROFILE
2472,興華路23號 (人力資源處),,桃園市桃園區,智慧型掌上電腦與無線通訊產品,(Information Technology) E-commerce Engineer-J01022,電腦系統分析師@Internet程式設計師@類目,www.htc.com,宏達電 HTC Corporation_宏達國際電子股份有限公司,"1.3+ years' experience with enterprise software projects including Java development 
2.Full Project Lifecycle experience, including requirements gathering, development, configuration and operation 
3.Experienced in business process analysis and data modeling 
4.Experienced in Web development technologies including, HTML, CSS and JavaScript (familiar with main stream JS lib like JQuery, Dojo etc.) 
5.Experiences of JAVA server application development (familiar with J2EE development and also Spring framework) 
6.Experienced with OO design and also familiar with design patterns. 
7.Exceptional verbal and written English communication skills with the ability to effectively communicate with a diverse group of customers, partners, and colleagues Preferred Qualifications: 
8.Knowledge of E-commerce solution and business processes 
9.Knowledge of IBM WCS (IBM WebSphere Commerce ) is a plus 
10.System integration and system administration experience is a plus",⊙SmartPhone 智慧型行動電話,"關於HTC
HTC成立於1997年，是行動通訊產業中的創新領導者。秉持以人為中心的經營理念，HTC不斷突破既有設計與技術，推出具創新和個人化經驗的產品，以滿足全球各地消費者的需求。HTC的產品系列包括智慧型手機與平板電腦，搭載HTC Sense<U+2122>豐富且生動的使用者介面，大幅提升使用者經驗。HTC成立以來屢獲國際大獎肯定，包括獲頒2011年全球行動通訊大會之全球行動通訊產業最高殊榮「2011年最佳手機公司」大獎，並再次得到美國無線通訊科技展與業界領袖肯定，榮獲美國無線通訊科技展「尖端技術大獎」，今年更躍升為「Interbrand 2011全球百大品牌」。

多元與國際化工作環境
我們在新店、桃園、新竹及台南皆設有辦公室，更佈局全球35個以上國家，您有很多的機會與世界各國頂尖的人才共同合作，不同國籍的伙伴面對面或遠距的互動合作是一種常態，無論在跨文化或專業知識經驗的累積都將因此快速地提升您的視野和實力，進而實現夢想，與HTC一同邁向世界舞台，創新你的未來。"
2473,興華路23號 (人力資源處),,桃園市桃園區,智慧型掌上電腦與無線通訊產品,(Information Technology) BI Manager- J00817,電子商務技術主管@MIS／網管主管@類目,www.htc.com,宏達電 HTC Corporation_宏達國際電子股份有限公司,"- Bachlor or master degree in mathematics, information systems, statistics, marketing, business or related disciplines
- 7+ years of experience building and maintaining BI applications/ Data warehouse and managing projects.
- 7+ years of experience with",⊙SmartPhone 智慧型行動電話,"關於HTC
HTC成立於1997年，是行動通訊產業中的創新領導者。秉持以人為中心的經營理念，HTC不斷突破既有設計與技術，推出具創新和個人化經驗的產品，以滿足全球各地消費者的需求。HTC的產品系列包括智慧型手機與平板電腦，搭載HTC Sense<U+2122>豐富且生動的使用者介面，大幅提升使用者經驗。HTC成立以來屢獲國際大獎肯定，包括獲頒2011年全球行動通訊大會之全球行動通訊產業最高殊榮「2011年最佳手機公司」大獎，並再次得到美國無線通訊科技展與業界領袖肯定，榮獲美國無線通訊科技展「尖端技術大獎」，今年更躍升為「Interbrand 2011全球百大品牌」。

多元與國際化工作環境
我們在新店、桃園、新竹及台南皆設有辦公室，更佈局全球35個以上國家，您有很多的機會與世界各國頂尖的人才共同合作，不同國籍的伙伴面對面或遠距的互動合作是一種常態，無論在跨文化或專業知識經驗的累積都將因此快速地提升您的視野和實力，進而實現夢想，與HTC一同邁向世界舞台，創新你的未來。"
2474,興華路23號 (人力資源處),,桃園市桃園區,智慧型掌上電腦與無線通訊產品,(Information Technology) Front-end programmer- J00779,MIS程式設計師@類目@類目,www.htc.com,宏達電 HTC Corporation_宏達國際電子股份有限公司,"1.MS/BS in Computer Science/ Computer Engineer/ MIS or equivalent 
- Strong programming skills and learning ability & Logical, clear mind, with good modeling and design ability. 
- Experienced in performance tuning & reusable component. 
- Discipline, self-motivated, enthusiastic with information technology
- Able to work both independently and with team  &  Fluent English speaking/ writing is a plus 
2.Preferred Skills 
- .Net C# & extended scripting language (jQuery, Java Scripts)
- Development experience on .NET C# + MVC 4 + LINQ & MS SQL & Analysis service & SSIS will be a plus",⊙SmartPhone 智慧型行動電話,"關於HTC
HTC成立於1997年，是行動通訊產業中的創新領導者。秉持以人為中心的經營理念，HTC不斷突破既有設計與技術，推出具創新和個人化經驗的產品，以滿足全球各地消費者的需求。HTC的產品系列包括智慧型手機與平板電腦，搭載HTC Sense<U+2122>豐富且生動的使用者介面，大幅提升使用者經驗。HTC成立以來屢獲國際大獎肯定，包括獲頒2011年全球行動通訊大會之全球行動通訊產業最高殊榮「2011年最佳手機公司」大獎，並再次得到美國無線通訊科技展與業界領袖肯定，榮獲美國無線通訊科技展「尖端技術大獎」，今年更躍升為「Interbrand 2011全球百大品牌」。

多元與國際化工作環境
我們在新店、桃園、新竹及台南皆設有辦公室，更佈局全球35個以上國家，您有很多的機會與世界各國頂尖的人才共同合作，不同國籍的伙伴面對面或遠距的互動合作是一種常態，無論在跨文化或專業知識經驗的累積都將因此快速地提升您的視野和實力，進而實現夢想，與HTC一同邁向世界舞台，創新你的未來。"
2476,興華路23號 (人力資源處),,桃園市桃園區,智慧型掌上電腦與無線通訊產品,(Information Technology) IT Engineer- J00805,MIS程式設計師@Internet程式設計師@類目,www.htc.com,宏達電 HTC Corporation_宏達國際電子股份有限公司,"1.MS/BS in Computer Science/ Computer Engineer/ MIS or equivalent 
- Strong programming skills and learning ability & Logical, clear mind, with good modeling and design ability. 
- Experienced in performance tuning & reusable component. 
- Able to work both independently and with team & Fluent English speaking/ writing is a plus 
2.Skills 
- .Net C# & extended scripting language (jQuery, Java Scripts)
- Development experience on .NET C# + MVC 4 + LINQ & MS SQL & Analysis service & SSIS will be a plus",⊙SmartPhone 智慧型行動電話,"關於HTC
HTC成立於1997年，是行動通訊產業中的創新領導者。秉持以人為中心的經營理念，HTC不斷突破既有設計與技術，推出具創新和個人化經驗的產品，以滿足全球各地消費者的需求。HTC的產品系列包括智慧型手機與平板電腦，搭載HTC Sense<U+2122>豐富且生動的使用者介面，大幅提升使用者經驗。HTC成立以來屢獲國際大獎肯定，包括獲頒2011年全球行動通訊大會之全球行動通訊產業最高殊榮「2011年最佳手機公司」大獎，並再次得到美國無線通訊科技展與業界領袖肯定，榮獲美國無線通訊科技展「尖端技術大獎」，今年更躍升為「Interbrand 2011全球百大品牌」。

多元與國際化工作環境
我們在新店、桃園、新竹及台南皆設有辦公室，更佈局全球35個以上國家，您有很多的機會與世界各國頂尖的人才共同合作，不同國籍的伙伴面對面或遠距的互動合作是一種常態，無論在跨文化或專業知識經驗的累積都將因此快速地提升您的視野和實力，進而實現夢想，與HTC一同邁向世界舞台，創新你的未來。"
2478,興華路23號 (人力資源處),,桃園市桃園區,智慧型掌上電腦與無線通訊產品,(Information Technology) BW/BO Engineer -J00926,電腦系統分析師@類目@類目,www.htc.com,宏達電 HTC Corporation_宏達國際電子股份有限公司,"- Bachelor or master degree in mathematics, information systems, statistics, marketing, business or related disciplines
- A minimum of 4~5 year’s experiences designing, developing, configuring, and implementing SAP BI /BO solutions
- Experience in recon",⊙SmartPhone 智慧型行動電話,"關於HTC
HTC成立於1997年，是行動通訊產業中的創新領導者。秉持以人為中心的經營理念，HTC不斷突破既有設計與技術，推出具創新和個人化經驗的產品，以滿足全球各地消費者的需求。HTC的產品系列包括智慧型手機與平板電腦，搭載HTC Sense<U+2122>豐富且生動的使用者介面，大幅提升使用者經驗。HTC成立以來屢獲國際大獎肯定，包括獲頒2011年全球行動通訊大會之全球行動通訊產業最高殊榮「2011年最佳手機公司」大獎，並再次得到美國無線通訊科技展與業界領袖肯定，榮獲美國無線通訊科技展「尖端技術大獎」，今年更躍升為「Interbrand 2011全球百大品牌」。

多元與國際化工作環境
我們在新店、桃園、新竹及台南皆設有辦公室，更佈局全球35個以上國家，您有很多的機會與世界各國頂尖的人才共同合作，不同國籍的伙伴面對面或遠距的互動合作是一種常態，無論在跨文化或專業知識經驗的累積都將因此快速地提升您的視野和實力，進而實現夢想，與HTC一同邁向世界舞台，創新你的未來。"
2479,興華路23號 (人力資源處),,桃園市桃園區,智慧型掌上電腦與無線通訊產品,(Information Technology) Business intelligence (Sr.) Engineer (桃園)- J00941,電腦系統分析師@類目@類目,www.htc.com,宏達電 HTC Corporation_宏達國際電子股份有限公司,"* Strong experience in SQL programming
* Experience in SAP BusinessObject (Webi report, dashboard, workspace), Informatica or other ETL tools is a plus
* BS or MS in MIS, Computer science, Computer engineer, Electronic Engineer, Applied mathematics
* Familiar with Data warehouse , Application development, and Data architecture
* Experienced in High-tech MFG or Telco is a plus",⊙SmartPhone 智慧型行動電話,"關於HTC
HTC成立於1997年，是行動通訊產業中的創新領導者。秉持以人為中心的經營理念，HTC不斷突破既有設計與技術，推出具創新和個人化經驗的產品，以滿足全球各地消費者的需求。HTC的產品系列包括智慧型手機與平板電腦，搭載HTC Sense<U+2122>豐富且生動的使用者介面，大幅提升使用者經驗。HTC成立以來屢獲國際大獎肯定，包括獲頒2011年全球行動通訊大會之全球行動通訊產業最高殊榮「2011年最佳手機公司」大獎，並再次得到美國無線通訊科技展與業界領袖肯定，榮獲美國無線通訊科技展「尖端技術大獎」，今年更躍升為「Interbrand 2011全球百大品牌」。

多元與國際化工作環境
我們在新店、桃園、新竹及台南皆設有辦公室，更佈局全球35個以上國家，您有很多的機會與世界各國頂尖的人才共同合作，不同國籍的伙伴面對面或遠距的互動合作是一種常態，無論在跨文化或專業知識經驗的累積都將因此快速地提升您的視野和實力，進而實現夢想，與HTC一同邁向世界舞台，創新你的未來。"
2481,興華路23號 (人力資源處),,桃園市桃園區,智慧型掌上電腦與無線通訊產品,(Information Technology) Cloud Operation Network Engineer - J00913,MIS／網管主管@類目@類目,www.htc.com,宏達電 HTC Corporation_宏達國際電子股份有限公司,"‧Practical experience with Network administration;
‧Practical experience with BMC and HP’s cloud management tools;
‧Practical experience with Windows administration and power shell scripting;
‧Practical experience with Linux administration and shell scripting;
‧Practical experience with installing and administering Hadoop clusters;
‧In-depth knowledge on a scripting language such as Python;
‧In-depth knowledge of virtualization technology concepts;
‧Prefer Bachelor's degree in an IT related discipline/major at an accredited university",⊙SmartPhone 智慧型行動電話,"關於HTC
HTC成立於1997年，是行動通訊產業中的創新領導者。秉持以人為中心的經營理念，HTC不斷突破既有設計與技術，推出具創新和個人化經驗的產品，以滿足全球各地消費者的需求。HTC的產品系列包括智慧型手機與平板電腦，搭載HTC Sense<U+2122>豐富且生動的使用者介面，大幅提升使用者經驗。HTC成立以來屢獲國際大獎肯定，包括獲頒2011年全球行動通訊大會之全球行動通訊產業最高殊榮「2011年最佳手機公司」大獎，並再次得到美國無線通訊科技展與業界領袖肯定，榮獲美國無線通訊科技展「尖端技術大獎」，今年更躍升為「Interbrand 2011全球百大品牌」。

多元與國際化工作環境
我們在新店、桃園、新竹及台南皆設有辦公室，更佈局全球35個以上國家，您有很多的機會與世界各國頂尖的人才共同合作，不同國籍的伙伴面對面或遠距的互動合作是一種常態，無論在跨文化或專業知識經驗的累積都將因此快速地提升您的視野和實力，進而實現夢想，與HTC一同邁向世界舞台，創新你的未來。"
2482,興華路23號 (人力資源處),,桃園市桃園區,智慧型掌上電腦與無線通訊產品,(Information Technology)  Cloud & Datacenter Operations (Pr.) Engineer - J00914,MIS／網管主管@類目@類目,www.htc.com,宏達電 HTC Corporation_宏達國際電子股份有限公司,"‧ 5+ years of experience as a Manager of SaaS/Cloud datacenter Operations.
‧ 5+ years of managing global datacenters.
‧ At least 5+ years’ experience in Unix/Linux System Infrastructure Administration in a SaaS or Cloud Operations,
storage implementations on DAS, NAS, and SAN.
‧ 2+ years of hands-on AWS administration experience is desirable.
‧ Like to work with people to resolve their problems.
‧ Strong communication skill as the role will working across different functions including R&D, IT…etc",⊙SmartPhone 智慧型行動電話,"關於HTC
HTC成立於1997年，是行動通訊產業中的創新領導者。秉持以人為中心的經營理念，HTC不斷突破既有設計與技術，推出具創新和個人化經驗的產品，以滿足全球各地消費者的需求。HTC的產品系列包括智慧型手機與平板電腦，搭載HTC Sense<U+2122>豐富且生動的使用者介面，大幅提升使用者經驗。HTC成立以來屢獲國際大獎肯定，包括獲頒2011年全球行動通訊大會之全球行動通訊產業最高殊榮「2011年最佳手機公司」大獎，並再次得到美國無線通訊科技展與業界領袖肯定，榮獲美國無線通訊科技展「尖端技術大獎」，今年更躍升為「Interbrand 2011全球百大品牌」。

多元與國際化工作環境
我們在新店、桃園、新竹及台南皆設有辦公室，更佈局全球35個以上國家，您有很多的機會與世界各國頂尖的人才共同合作，不同國籍的伙伴面對面或遠距的互動合作是一種常態，無論在跨文化或專業知識經驗的累積都將因此快速地提升您的視野和實力，進而實現夢想，與HTC一同邁向世界舞台，創新你的未來。"
2484,興華路23號 (人力資源處),,桃園市桃園區,智慧型掌上電腦與無線通訊產品,(Information Technology) Sr Database Administrator- J00970,資料庫管理人員@類目@類目,www.htc.com,宏達電 HTC Corporation_宏達國際電子股份有限公司,"1.BE or BS Degree in one of the following subject areas: Computer Science, Business Administration, Information Technology or related field preferred
2.2 -3 years above IT operation with strong understanding of database structures, theories, principles, and practices
3.2-3 years above Oracle Database and Microsoft SQL Server experience
4.Understanding of, and experience with, server-client web-application computing and relational database environments
5.Experience with data management and data processing flowcharting techniques
6.Knowledge of reporting and query tools and practices
7.Good understanding of the organizations goals and objectives
8.Proactively response issues with short/long term solutions and prevention action plan.
9.Have abilities to make things done. Bring up problem/issues with cause/all solutions/5w on hand.
10.Good interpersonal, written, and oral communication skills
11.Technical documentation skills
12.Ability to present ideas in user-friendly language
13.Self motivated and directed, with keen attention to detail
14.Able to prioritize and execute tasks in a high-pressure environment
��",⊙SmartPhone 智慧型行動電話,"關於HTC
HTC成立於1997年，是行動通訊產業中的創新領導者。秉持以人為中心的經營理念，HTC不斷突破既有設計與技術，推出具創新和個人化經驗的產品，以滿足全球各地消費者的需求。HTC的產品系列包括智慧型手機與平板電腦，搭載HTC Sense<U+2122>豐富且生動的使用者介面，大幅提升使用者經驗。HTC成立以來屢獲國際大獎肯定，包括獲頒2011年全球行動通訊大會之全球行動通訊產業最高殊榮「2011年最佳手機公司」大獎，並再次得到美國無線通訊科技展與業界領袖肯定，榮獲美國無線通訊科技展「尖端技術大獎」，今年更躍升為「Interbrand 2011全球百大品牌」。

多元與國際化工作環境
我們在新店、桃園、新竹及台南皆設有辦公室，更佈局全球35個以上國家，您有很多的機會與世界各國頂尖的人才共同合作，不同國籍的伙伴面對面或遠距的互動合作是一種常態，無論在跨文化或專業知識經驗的累積都將因此快速地提升您的視野和實力，進而實現夢想，與HTC一同邁向世界舞台，創新你的未來。"
2488,興華路23號 (人力資源處),,桃園市桃園區,智慧型掌上電腦與無線通訊產品,(Information Technology) Database Developing Engineer-J00796,資料庫管理人員@電腦系統分析師@類目,www.htc.com,宏達電 HTC Corporation_宏達國際電子股份有限公司,"1.Strong ability for MS SQL Server, Database Management System
2.Establish store procedure (T-SQL) and schedule job to analyze raw data
3.Object-Oriented programming and Agile development
4.Windows server setup & maintenance
5.Statistical concepts and methods",⊙SmartPhone 智慧型行動電話,"關於HTC
HTC成立於1997年，是行動通訊產業中的創新領導者。秉持以人為中心的經營理念，HTC不斷突破既有設計與技術，推出具創新和個人化經驗的產品，以滿足全球各地消費者的需求。HTC的產品系列包括智慧型手機與平板電腦，搭載HTC Sense<U+2122>豐富且生動的使用者介面，大幅提升使用者經驗。HTC成立以來屢獲國際大獎肯定，包括獲頒2011年全球行動通訊大會之全球行動通訊產業最高殊榮「2011年最佳手機公司」大獎，並再次得到美國無線通訊科技展與業界領袖肯定，榮獲美國無線通訊科技展「尖端技術大獎」，今年更躍升為「Interbrand 2011全球百大品牌」。

多元與國際化工作環境
我們在新店、桃園、新竹及台南皆設有辦公室，更佈局全球35個以上國家，您有很多的機會與世界各國頂尖的人才共同合作，不同國籍的伙伴面對面或遠距的互動合作是一種常態，無論在跨文化或專業知識經驗的累積都將因此快速地提升您的視野和實力，進而實現夢想，與HTC一同邁向世界舞台，創新你的未來。"
2489,興華路23號 (人力資源處),,桃園市桃園區,智慧型掌上電腦與無線通訊產品,(Information Technology) Internet develop Engineer- J00875,MIS程式設計師@Internet程式設計師@類目,www.htc.com,宏達電 HTC Corporation_宏達國際電子股份有限公司,"‧ At least 5 year experience in custom development such as .ASP, ASP.NET
 ‧ At least 2 year experience in Web applications development such as Java script, JQuery
 ‧ At least 2 year experience in functional analysis and design capability.
 ‧ Have experience in manufacturing or after services is plus
 ‧ Hands-on VB, VB.NET work experience in application development is plus
 ‧ Knowledge of database technologies – MS SQL, MySQL
 ‧ Knowledge and experience writing and using Web Services for application integration 
 ‧ Passionate to learn new technologies quickly through self-study and internal knowledge sharing
 ‧ Self-motivated / fast-learner / trustworthy / push-limits",⊙SmartPhone 智慧型行動電話,"關於HTC
HTC成立於1997年，是行動通訊產業中的創新領導者。秉持以人為中心的經營理念，HTC不斷突破既有設計與技術，推出具創新和個人化經驗的產品，以滿足全球各地消費者的需求。HTC的產品系列包括智慧型手機與平板電腦，搭載HTC Sense<U+2122>豐富且生動的使用者介面，大幅提升使用者經驗。HTC成立以來屢獲國際大獎肯定，包括獲頒2011年全球行動通訊大會之全球行動通訊產業最高殊榮「2011年最佳手機公司」大獎，並再次得到美國無線通訊科技展與業界領袖肯定，榮獲美國無線通訊科技展「尖端技術大獎」，今年更躍升為「Interbrand 2011全球百大品牌」。

多元與國際化工作環境
我們在新店、桃園、新竹及台南皆設有辦公室，更佈局全球35個以上國家，您有很多的機會與世界各國頂尖的人才共同合作，不同國籍的伙伴面對面或遠距的互動合作是一種常態，無論在跨文化或專業知識經驗的累積都將因此快速地提升您的視野和實力，進而實現夢想，與HTC一同邁向世界舞台，創新你的未來。"
2494,興華路23號 (人力資源處),,桃園市桃園區,智慧型掌上電腦與無線通訊產品,(Finance/Auditing) 稽核副/經理(上海)-J00887,財務或會計主管@稽核人員@類目,www.htc.com,宏達電 HTC Corporation_宏達國際電子股份有限公司,"1.Experience living and working in China and familiarity with China’s laws and regulations is preferred.
2.Audit experience in public and/or stock market listed company is preferred.
3.Work experience in customer service or legal is a plus.
4.Audit experience in foreign multinational company is a plus.
5.Organized and logical in analysis and presentation.
6.Be precise and concise; ask right question to right people in right way.
7.Good team player with excellent interpersonal and communication skills.",⊙SmartPhone 智慧型行動電話,"關於HTC
HTC成立於1997年，是行動通訊產業中的創新領導者。秉持以人為中心的經營理念，HTC不斷突破既有設計與技術，推出具創新和個人化經驗的產品，以滿足全球各地消費者的需求。HTC的產品系列包括智慧型手機與平板電腦，搭載HTC Sense<U+2122>豐富且生動的使用者介面，大幅提升使用者經驗。HTC成立以來屢獲國際大獎肯定，包括獲頒2011年全球行動通訊大會之全球行動通訊產業最高殊榮「2011年最佳手機公司」大獎，並再次得到美國無線通訊科技展與業界領袖肯定，榮獲美國無線通訊科技展「尖端技術大獎」，今年更躍升為「Interbrand 2011全球百大品牌」。

多元與國際化工作環境
我們在新店、桃園、新竹及台南皆設有辦公室，更佈局全球35個以上國家，您有很多的機會與世界各國頂尖的人才共同合作，不同國籍的伙伴面對面或遠距的互動合作是一種常態，無論在跨文化或專業知識經驗的累積都將因此快速地提升您的視野和實力，進而實現夢想，與HTC一同邁向世界舞台，創新你的未來。"
2498,興華路23號 (人力資源處),,桃園市桃園區,智慧型掌上電腦與無線通訊產品,(Finance/ Auditing) Business Analyst -J00278,財務分析／財務人員@類目@類目,www.htc.com,宏達電 HTC Corporation_宏達國際電子股份有限公司,"1. Bachelor degree or above, majored in business related2. At least 3 years solid experience in business analysis field3. Good command of English communication (verbal and written)4. Excellent excel skills with highly analytical mind and forward thinking ability.",⊙SmartPhone 智慧型行動電話,"關於HTC
HTC成立於1997年，是行動通訊產業中的創新領導者。秉持以人為中心的經營理念，HTC不斷突破既有設計與技術，推出具創新和個人化經驗的產品，以滿足全球各地消費者的需求。HTC的產品系列包括智慧型手機與平板電腦，搭載HTC Sense<U+2122>豐富且生動的使用者介面，大幅提升使用者經驗。HTC成立以來屢獲國際大獎肯定，包括獲頒2011年全球行動通訊大會之全球行動通訊產業最高殊榮「2011年最佳手機公司」大獎，並再次得到美國無線通訊科技展與業界領袖肯定，榮獲美國無線通訊科技展「尖端技術大獎」，今年更躍升為「Interbrand 2011全球百大品牌」。

多元與國際化工作環境
我們在新店、桃園、新竹及台南皆設有辦公室，更佈局全球35個以上國家，您有很多的機會與世界各國頂尖的人才共同合作，不同國籍的伙伴面對面或遠距的互動合作是一種常態，無論在跨文化或專業知識經驗的累積都將因此快速地提升您的視野和實力，進而實現夢想，與HTC一同邁向世界舞台，創新你的未來。"
2499,興華路23號 (人力資源處),,桃園市桃園區,智慧型掌上電腦與無線通訊產品,(Finance/Auditing) 投資經/副理-J00438,財務分析／財務人員@財務或會計主管@類目,www.htc.com,宏達電 HTC Corporation_宏達國際電子股份有限公司,六年以上R&amp;D及相關市場管理工作經驗，具投資經驗佳,⊙SmartPhone 智慧型行動電話,"關於HTC
HTC成立於1997年，是行動通訊產業中的創新領導者。秉持以人為中心的經營理念，HTC不斷突破既有設計與技術，推出具創新和個人化經驗的產品，以滿足全球各地消費者的需求。HTC的產品系列包括智慧型手機與平板電腦，搭載HTC Sense<U+2122>豐富且生動的使用者介面，大幅提升使用者經驗。HTC成立以來屢獲國際大獎肯定，包括獲頒2011年全球行動通訊大會之全球行動通訊產業最高殊榮「2011年最佳手機公司」大獎，並再次得到美國無線通訊科技展與業界領袖肯定，榮獲美國無線通訊科技展「尖端技術大獎」，今年更躍升為「Interbrand 2011全球百大品牌」。

多元與國際化工作環境
我們在新店、桃園、新竹及台南皆設有辦公室，更佈局全球35個以上國家，您有很多的機會與世界各國頂尖的人才共同合作，不同國籍的伙伴面對面或遠距的互動合作是一種常態，無論在跨文化或專業知識經驗的累積都將因此快速地提升您的視野和實力，進而實現夢想，與HTC一同邁向世界舞台，創新你的未來。"
52,科學工業園區力行六路6號8樓,,新竹市,半導體業,Analog Layout Engineer,IC佈局工程師@類比IC設計工程師@數位IC設計工程師,http://www.syntronix.com.tw/,智成電子股份有限公司,"1.對IC設計領域有興趣並有良好的團隊精神
2.具analog 相關電路佈局經驗為佳
3.熟Fully Layout 或P&R
4.熟Layout EDA Tool
5.具二年工作經驗","‧微控制器 ( MCU ) 之開發及銷售。
‧無線射頻積體電路 ( RF IC ) 之開發及銷售。
‧藍牙積體電路 ( Bluetooth IC ) 之開發及銷售。
‧電腦及周邊設備之通訊IC等無線通訊積體電路 ( Wireless SoC ) 之開發及銷售。
‧特殊應用積體電路 ( ASIC ) 產品之委外設計及生產統包服務。
‧系統單晶片（SoC）產品之委外設計及生產統包服務。","智成電子成立於2001年，並於2003年遷移至科學園區，是一家擁有專業晶片研發技術的公司。智成成立初期，以特定應用IC產品為目標，並自國外大廠策略技轉及合作開發邏輯、Mixed-Signal產品相關的設計元件庫和IPs，以提供客戶一完整的設計、生產統包解決方案。
智成電子於2010年成功轉型專注於無線通訊及微控制器產品之開發和生產。在微控制器產品開發方面，本公司主要與國外大廠共同開發MCU相關產品，產品範圍含括低、中、高階，應用於各式白色家電、電源控制與轉換、以及各種系統與機械控制。在無線通訊產品開發方面，本公司專注於整合射頻電路，CPU及其他不同週邊電路之產品。產品廣泛應用於個人電腦、遊戲機與視聽家電方面。
智成電子擁有堅強的技術研發團隊，並具有與日本客戶多年共同合作研發的經驗，提供國內外客戶專業的研發技術和產品，並垂直整合晶圓製造及封測技術和成本，在產品開發及產品價格上更具優越的競爭力。"
61,科學工業園區力行六路6號8樓,,新竹市,半導體業,Wireless SoC Project,數位IC設計工程師@類比IC設計工程師@RF通訊工程師,http://www.syntronix.com.tw/,智成電子股份有限公司,"1.熟悉數位設計流程（Well understanding of digital logic design）
2.熟悉ASIC Design Tools (Simulation/Synthesis/Timing Analysis).
3.Familiar with MCU/RF/TCON/DVP is a plus.
4.Familiar with UNIX system/scripting language is a plus.
5.In charge of digital circuit design/verify by Verilog/VHDL
6.Familiar with ASIC design flow or FPGA development is a plus.
7.Familiar with MCU SoC design is a plus.
8.Familiar with RF baseband design is a plus.","‧微控制器 ( MCU ) 之開發及銷售。
‧無線射頻積體電路 ( RF IC ) 之開發及銷售。
‧藍牙積體電路 ( Bluetooth IC ) 之開發及銷售。
‧電腦及周邊設備之通訊IC等無線通訊積體電路 ( Wireless SoC ) 之開發及銷售。
‧特殊應用積體電路 ( ASIC ) 產品之委外設計及生產統包服務。
‧系統單晶片（SoC）產品之委外設計及生產統包服務。","智成電子成立於2001年，並於2003年遷移至科學園區，是一家擁有專業晶片研發技術的公司。智成成立初期，以特定應用IC產品為目標，並自國外大廠策略技轉及合作開發邏輯、Mixed-Signal產品相關的設計元件庫和IPs，以提供客戶一完整的設計、生產統包解決方案。
智成電子於2010年成功轉型專注於無線通訊及微控制器產品之開發和生產。在微控制器產品開發方面，本公司主要與國外大廠共同開發MCU相關產品，產品範圍含括低、中、高階，應用於各式白色家電、電源控制與轉換、以及各種系統與機械控制。在無線通訊產品開發方面，本公司專注於整合射頻電路，CPU及其他不同週邊電路之產品。產品廣泛應用於個人電腦、遊戲機與視聽家電方面。
智成電子擁有堅強的技術研發團隊，並具有與日本客戶多年共同合作研發的經驗，提供國內外客戶專業的研發技術和產品，並垂直整合晶圓製造及封測技術和成本，在產品開發及產品價格上更具優越的競爭力。"
67,科學工業園區力行六路6號8樓,,新竹市,半導體業,Digital Circuit Design Engineer,數位IC設計工程師@電子工程師@類目,http://www.syntronix.com.tw/,智成電子股份有限公司,"1.熟悉數位設計流程（Well understanding of digital logic design）
2.熟悉ASIC Design Tools (Simulation/Synthesis/Timing Analysis).
3.Familiar with MCU/RF/TCON/DVP is a plus.
4.Familiar with UNIX system/scripting language is a plus.","‧微控制器 ( MCU ) 之開發及銷售。
‧無線射頻積體電路 ( RF IC ) 之開發及銷售。
‧藍牙積體電路 ( Bluetooth IC ) 之開發及銷售。
‧電腦及周邊設備之通訊IC等無線通訊積體電路 ( Wireless SoC ) 之開發及銷售。
‧特殊應用積體電路 ( ASIC ) 產品之委外設計及生產統包服務。
‧系統單晶片（SoC）產品之委外設計及生產統包服務。","智成電子成立於2001年，並於2003年遷移至科學園區，是一家擁有專業晶片研發技術的公司。智成成立初期，以特定應用IC產品為目標，並自國外大廠策略技轉及合作開發邏輯、Mixed-Signal產品相關的設計元件庫和IPs，以提供客戶一完整的設計、生產統包解決方案。
智成電子於2010年成功轉型專注於無線通訊及微控制器產品之開發和生產。在微控制器產品開發方面，本公司主要與國外大廠共同開發MCU相關產品，產品範圍含括低、中、高階，應用於各式白色家電、電源控制與轉換、以及各種系統與機械控制。在無線通訊產品開發方面，本公司專注於整合射頻電路，CPU及其他不同週邊電路之產品。產品廣泛應用於個人電腦、遊戲機與視聽家電方面。
智成電子擁有堅強的技術研發團隊，並具有與日本客戶多年共同合作研發的經驗，提供國內外客戶專業的研發技術和產品，並垂直整合晶圓製造及封測技術和成本，在產品開發及產品價格上更具優越的競爭力。"
